district	schoolName
569	71,289,1179,1410,3266,3854,4109,4186,5123,5366,5532,5665,6644,6941,6944,6945,6946,9048,9749
570	1626,4490,5754,6981,6982,7882,8013
571	322,675,676,982,983,1687,1853,2241,2448,3125,3284,3776,4364,4433,4542,5076,5303,5488,5691,5809,6432,6990,6991,7774,7803,8079,8354,8356,8734,9693,9701,9901,10071
572	2236,3461,3490,4709,5159,5629,6995,6998,9554,10015
573	486,2126,2328,3679,5002,6498,7013,9650
574	7042
575	7457,9445,9951
576	1848,2891,3616,4288,6900,7054,7362,7683,8424
577	1298,3030,3985,6910,7056,7057,7108
578	3661,5236,5801,5811,5824,7044,8418,8493,9396,9411
579	1459,1496,2158,3435,4687,5730,7063,7064,7065,7066,7943,8478,9397
580	794,3877,5954,7098,7100,7102,7103,9891
581	500,3644,5246,7105
582	7116
583	4360,6158,7122
584	3340,7144,7150
585	976,3186,3926,4054,4083,5377,5646,5706,6972,7154,7155,7423,8724,9962,10121
586	7159,7160
587	901,1130,1151,1689,1901,2731,2749,2966,3063,3465,3550,3558,3583,4545,4821,4849,4959,5206,5470,5852,6165,7621,7804,7862,8375,9140,9182,9338,9342,9418,10074,10106,10107
588	9740
589	1914,2325,3215,5458,7164,7166
590	2709,5410,8347
591	1634
592	312,2082,5504
593	1322,2479,4866,4992,5006,5390,6085,7192,7260,7430,8151,9103
594	7194
595	224,344,345,2467,3058,3187,3868,3969,5451,7085,7195,9079,9406,9543,9650
596	1895,7606,7673
597	1726,1727,3708,4272,7198,7338,7341
598	7205,8491
599	7126,8365
600	193,277,542,550,750,2073,2293,2402,2403,2867,3312,3383,3405,3594,3846,4678,4767,4901,5149,5312,5313,5694,6132,6913,6925,6958,7077,7221,7222,7224,7398,7942,8018,8200,8405,9451,9516,9829
601	7228
602	764,847,1233,1804,3656,3835,4526,5393,6041,6082,6665,7150,7238,7290,7719,8127,8253,8739,9437,9531,9785,9816
603	2072,6760
604	80,138,900,978,1394,1659,2123,2296,2323,2336,2388,3391,4051,5388,5837,5894,5932,6110,6151,6207,6580,6863,6957,7217,7250,7251,7404,7759,8333,8714,8798,8834,9099,9242,9269,9380,9849,9853,9968
605	7282,7283
606	58,70,109,111,112,113,145,147,174,229,230,231,280,339,367,491,504,507,508,536,547,582,635,663,665,717,842,888,917,919,969,991,1012,1148,1250,1329,1334,1411,1414,1473,1492,1495,1571,1644,1645,1646,1647,1650,1656,1741,1745,1751,1752,1753,1754,1755,1764,1765,1769,1770,1932,1986,2017,2018,2045,2046,2069,2088,2092,2140,2153,2161,2224,2273,2285,2335,2450,2553,2654,2660,2661,2715,2908,2922,2924,2954,2955,3052,3070,3198,3200,3201,3295,3304,3321,3322,3323,3617,3625,3898,3904,3916,3924,3925,3941,3982,4012,4037,4065,4127,4128,4129,4130,4131,4132,4196,4243,4250,4324,4459,4623,4641,4725,4734,4776,4887,5072,5089,5131,5135,5165,5261,5340,5427,5459,5585,5590,5600,5664,5749,5847,5859,5877,5930,5955,5995,5999,6088,6114,6115,6116,6117,6118,6129,6170,6214,6224,6318,6334,6343,6439,6490,6518,6557,6578,6611,6640,6650,6696,6713,6764,6788,6789,6790,6791,6792,6793,6794,6795,6829,6844,6866,6885,6894,6997,7003,7034,7093,7112,7113,7128,7165,7214,7295,7298,7336,7363,7471,7472,7484,7508,7529,7577,7634,7636,7663,7682,7796,7835,7890,7892,7893,7894,7897,7898,7899,7903,7904,7905,7906,7907,7908,7909,7910,7911,7914,7915,7956,7968,7988,7991,7992,7993,7994,7995,8112,8126,8152,8194,8203,8246,8247,8269,8270,8308,8344,8368,8369,8416,8445,8482,8539,8556,8557,8558,8559,8560,8561,8569,8573,8574,8578,8579,8580,8581,8582,8583,8584,8585,8586,8587,8588,8589,8590,8591,8592,8593,8594,8595,8596,8597,8598,8600,8601,8602,8603,8604,8605,8606,8607,8608,8609,8610,8612,8613,8614,8615,8616,8617,8618,8619,8620,8621,8622,8623,8624,8625,8626,8627,8628,8629,8630,8631,8632,8633,8634,8635,8658,8675,8679,8697,8733,8734,8745,8746,8771,8822,8881,8897,8904,8916,8933,8934,9013,9018,9019,9020,9021,9022,9023,9024,9025,9026,9027,9028,9029,9030,9031,9034,9036,9039,9043,9044,9156,9195,9196,9200,9207,9213,9217,9239,9264,9320,9321,9384,9490,9499,9521,9576,9633,9635,9684,9708,9709,9783,9784,9890,9930,10032,10119,10164
607	7367
608	752,3364,3800,4381,6092,6189,6228,6663,7385,7386,7388,7391
609	7352,7353
610	5300
611	603,604,845,846,1081,1619,2077,5394,7443,7769,9970,9971
612	1081,1618,2079,5392,5823,9042
613	7453
614	7465,7919
615	931,4365,7463,7464,9597,9931
616	1026,2200,4637,5574,8253,8677,8876,9240
617	562,744,811,1152,1809,1849,2027,2111,2114,3284,3620,3727,4045,4619,4732,4766,5437,5811,5872,6001,6014,6135,6742,7476,7477,7478,8439,9493
618	125,317,910,966,4433,5189,5488,6985,7479,7480,7481,9224,9695
619	133,1859,2006,3042,3408,3882,3962,4151,4504,4510,4782,5813,6479,6756,7731,7847,8234,8910
620	825,2317,7494
621	672,673,7498,7499,7500,7501,8827,8926
622	3695,4364,4938,4959,5645,7185,7517
623	867,992,1050,1501,1694,2552,2697,2713,2817,2987,3339,3491,3936,3959,4675,4818,5969,6149,6264,6274,7270,7538,7539,7540,7926,7931,9176,9917,9978,10166
624	7564
625	3590,7487,7569,8251
626	1681,4931,5738,6181,7594,9398
627	664,954,5496,7597,8251,8564,9519,9867
628	2584,6134
629	7603,7605,7607,7611,7613,7614,7615,7624
630	1294,3865,6955,7627,7628,7629,7630,9834
631	2207,4329,7623,7678
632	131,1293,1415,5892,7657,7658
633	3140,7660,7661
634	1957,3426,3725,4242,7261,7504,7651,7664,7665,7666,7667,7669
635	924,7055,7668,9335
636	72,123,193,357,533,879,1149,1493,1519,1593,1716,2691,2866,2900,3260,3316,3846,3883,4039,4043,4364,4433,4501,4561,4944,5155,5305,5488,5501,5668,5705,5758,6051,6193,6714,6819,7006,7213,7366,7391,7456,7662,7675,7676,8357,8787,8841,9133,9301,9493,9695,9923,10045
637	827,3560,5524,6994,7717,8946
638	454,1078,1895,3657,5619,6965,7720,7735,7736,7738,7739,7740,7868,8347,8568,8837,9266,9406,9503,9815,9874
639	1042,2983,3870,5895,7765
640	287,361,1568,2332,3309,4258,7010,7810,7811
641	7813,7814,7815,8309
642	2877,2895,2896,5939,6261,8186
643	741,1002,1059,1537,2147,2400,3122,3124,3450,3456,3476,4635,6749,7685,8727,9065,9455,9683,9928
644	132,457,3654,4261,6607,7826,10044
645	7834
646	1138,2298,4020,5557,7468,9622,9860
647	334,989,3504,4101,4222,4440,4475,4727,6420,6492,7790,7844,7845,8161,8303,8651,8962,9514,10091,10109
648	66,73,185,215,369,570,599,1045,1085,1242,1286,1297,1299,1332,1402,1403,1457,1622,1669,2157,2258,2595,2700,2701,2797,2986,2990,3096,3112,3346,3448,3483,3584,3756,4089,4115,4192,4323,4400,4486,4495,4496,4502,4514,4522,4538,4804,5077,5126,5446,5668,5710,5756,6347,6361,6390,6548,6574,6575,6835,6977,7068,7084,7227,7791,7823,7889,7891,7924,8199,8251,8453,8599,8755,8848,8861,8864,8915,9035,9037,9047,9695,9756,9896,9929,10040,10090
649	2739,2808,3230,6897
650	1784,2033,2034,2286,2287,2306,2312,2792,2963,2968,3193,3544,3545,4864,4879,4880,4898,4921,4922,4938,5205,5285,5286,5329,5850,6019,6020,6119,6120,6676,6677,6808,7242,7368,7407,7435,7716,8010,8263,8395,9162,9163,9164,9165,9340,9341
651	2307,2793,3194,4865,4898,4939,5330,6677,7243,7408,8011,8167,8264
652	7369
653	7705,7900,7901,7902
654	2361,3684,5940,7916,7917,8411
655	1034,1035,2753,3961,5041,5189,5281,5386,6010,6109,6291,7779,8324,9303
656	225,1467,2769,2778,3016,3821,4881,6176,6476,7918,9701
657	7944
658	7945
659	7132,7947,7948
660	7934,7950
661	278,387,548,549,561,583,766,863,953,1005,1061,1262,1409,1435,1498,1576,1634,1907,1934,2192,2200,2265,2334,2339,2530,2575,2879,3048,3453,3597,3632,3754,3828,4048,4073,4183,4208,4271,4282,4613,4686,4731,4985,5189,5465,5566,5689,5707,5923,6103,6225,6262,6382,6473,6491,6645,6720,6816,6839,6877,6972,7297,7300,7397,7563,7589,7621,7750,7779,7936,7952,8001,8265,8282,8349,8449,9081,9322,9476,9674,9991,10080,10156
662	483,1006,1643,1983,2262,2377,3344,6235,6433,6510,7951,9498
663	1740,7953
664	234,238,843,844,2743,2744,4540,6973,6974,7239,7240,7762,7763
665	556,581,1112,1593,3918,7954,7959,9104,9863
666	1984
667	2266,5228,5229,5230,5231,6042,7963,7964,7966,8062
668	7965
669	123,175,193,358,411,555,647,649,697,701,724,751,780,832,871,922,960,966,1031,1194,1249,1255,1474,1489,1587,1648,1703,1715,1720,1731,1762,1811,1823,1834,1840,1910,2070,2115,2119,2167,2173,2189,2219,2227,2252,2288,2393,2415,2513,2579,2639,2680,2712,2805,2866,2886,2890,2930,3001,3008,3087,3097,3126,3155,3160,3237,3284,3311,3359,3376,3408,3409,3586,3610,3664,3690,3762,3776,3783,3829,3842,3883,3911,3912,3915,3964,4013,4024,4026,4028,4030,4031,4032,4035,4037,4107,4122,4134,4154,4176,4228,4236,4238,4278,4285,4286,4433,4444,4539,4564,4572,4574,4606,4615,4666,4669,4670,4671,4672,4673,4733,4747,4748,4749,4750,4751,4752,4776,4815,4824,4859,4860,4914,4983,5036,5069,5080,5145,5191,5206,5210,5211,5268,5276,5306,5489,5520,5556,5599,5689,5694,5697,5721,5747,5806,5811,5860,5951,5958,5981,5988,5994,6127,6166,6211,6234,6263,6434,6538,6570,6619,6654,6823,6825,6848,6935,7043,7053,7058,7061,7210,7233,7234,7272,7593,7747,7758,7783,7791,7834,7840,7957,7958,7960,7961,7962,7967,7969,7970,7971,7972,7974,7975,8091,8221,8222,8251,8256,8268,8315,8388,8562,8643,8839,8911,9040,9107,9124,9151,9166,9249,9250,9251,9299,9317,9343,9582,9588,9638,9672,9695,9728,9734,9870,9880,9994,10158
670	1377,1445,2414,2597,4840,6554,6555,6845,7976,7977,8832,8833,9152
671	171,333,490,520,584,704,913,1141,1149,1182,1217,1450,1488,1714,1750,1756,1757,1810,1832,1853,1893,2024,2116,2369,2510,2540,2678,2748,3017,3064,3103,3175,3257,3380,3408,3430,3433,3503,3541,3673,3734,3859,3875,4062,4150,4260,4300,4301,4432,4433,4575,4722,4737,4745,4777,4792,4793,4794,4914,4954,5027,5054,5062,5164,5168,5175,5176,5184,5305,5415,5521,5538,5644,5687,5689,5799,5811,5820,5945,5987,6000,6004,6011,6051,6168,6230,6357,6363,6540,6699,6768,6963,6970,7028,7267,7268,7269,7474,7525,7748,7772,7773,7785,7885,7886,7887,7888,7989,7990,8056,8090,8255,8257,8258,8312,8315,8341,8435,8567,8692,8703,8817,8830,8854,8941,8990,9014,9038,9221,9284,9563,9564,9642,9691,9727,9739,9746,9782,10100,10134
672	2023,2315,3373,4437,6718,9991
673	1841,2279,2982,4225,5846,6085,6180,6468,6952,8003,8004,8005
674	4500,6697,7647,8006,8007,8009,9468
675	8008
676	75,106,236,281,448,688,1030,1086,1121,1365,1511,2507,2508,2884,2941,3402,3661,3680,3743,3758,3976,4010,4167,4543,5098,5158,5327,5414,5883,5923,7069,7146,7354,7494,7645,8019,8191,8241,8404,9008,9695,9948,9965,9966,9967
677	188,400,501,511,532,592,593,839,1301,1327,1338,1451,1468,1499,1684,2081,2106,2305,2308,2327,2567,2594,2722,2782,2892,3432,3444,3579,3598,3599,3645,3692,3711,3850,4188,4405,4485,4771,4848,4905,5037,5163,5405,5631,5655,5723,5731,5893,5979,5993,6502,6610,6721,6739,6785,6989,7060,7375,7600,8023,8024,8026,8358,8426,8661,8829,8891,9063,9070,9171,9265,9392,9562,9873,9899,10019,10077
678	722,743,1212,3408,4433,4543,5192,5488,5811,6051,7779,8029,8030,8031,9695,9991
679	553,777,1011,1936,2074,2275,2329,2613,2668,3661,4009,4073,4787,4798,5319,7856,8032,8033,8034,8035,9700,10067
680	1040,5435,6164,6621,8036,8037,8038,8437,8438
681	791,851,972,2313,3883,4923,5385,5391,6044,6163,6820,6824,7038,8409,8440,8949
682	336,1469,2424,2487,4570,4809,4842,6006,6909,7567,7979,7980,8041,8042,8044,9266,9267,10060
683	1489,4212,8048,9345
684	1355,1389,3425,4060,5608,8051
685	1571,8050
686	494,1205,2390,4071,5964,7041,8052
687	67,648,789,791,887,1032,1043,1089,1922,3128,3236,3462,4054,5034,5061,5831,6478,6972,8053,8054,8811
688	283,1404,5178
689	8064
690	695,1908,3560,4378,5032,8068,8078,8339,8792,9456
691	8077,8080,9001
692	171,838,997,1014,1296,1695,2089,2108,2123,2302,2398,2488,2662,3379,3600,3695,3698,4017,4311,4484,5132,5237,5369,6065,6084,6120,6310,7118,7325,7429,8082,8267,8716,8883,8938,9263,9467,9582,9659,10004
693	4874,6630,8087,8444,8830,9574,9964
694	1966,2329,3771,4364,4433,4552,4762,5189,5488,7324,7771,8099,8100,8251,9692,9991
695	73,123,144,401,1122,1422,1606,1628,1968,2401,2492,2695,2789,3284,3302,3316,3408,3481,3496,3615,3707,3921,4000,4151,4265,4433,4455,4501,4541,4584,4621,5324,5414,5450,5488,5568,5702,5704,5714,5802,5923,6024,6051,6082,6519,6639,6726,7138,7445,7455,7895,8103,8104,8105,8166,8233,8363,8577,8910,9049,9057,9381,9638,9640,9695,9903,9991
696	1354,2485,2771,7067
697	123,124,129,315,1853,1854,2483,2484,3284,3286,3606,3607,3825,3827,4836,4837,4838,4844,4845,4846,4847,5811,5812,6051,6052,6706,6707,7029,7030,7779,7780,8043,8045,8106,8107,8108,8109,8110,8111,9695,9696
698	104,297,1142,1188,1657,2421,2422,2506,2670,3434,3559,4464,6716,7724,7725,7726,7727,7728,7729,7732,7733,8548,8772,8773,8785,8828,9305,9610,9611
699	8114
700	140,1044,1056,1066,1090,1163,1243,1594,2449,3469,4608,4664,5043,5620,5718,5963,6064,6131,6364,7008,7218,7225,8113,8115,8215,8859,9695,9853,9989
701	782,2284,3440,8119,9820
702	328,524,1067,2078,2351,3810,6005,8118,8125,8485
703	6832,8120,8121,8123
704	8122,8134
705	2353,2939,7151,8133
706	121,335,514,515,774,1147,2726,3059,3123,4456,4825,5155,5956,6604,6703,7544,8088,8942,9229
707	2680,3284,3661,4478,4540,4607,5194,5540,5811,6680,7117,7206,7779,8135,8138,9728,9898
708	746,985,3536,3629,4325,5808,7513,8139,9045
709	73,186,1016,1127,3442,3937,3978,4020,4069,4401,4861,5048,5445,5817,6126,6354,7121,7288,7599,8140,8143,8145,8147,8149,8669
710	73,186,1127,1624,3938,4020,4401,4726,5445,7288,8144,8669
711	2850,3622,3977,4068,5047,5618,5888,6125,7120,7588,7598,8142,8146,8148
712	8159
713	1263,1433,1434,1733,4059,7046,7277,7617,8165,8875
714	518,3186,7491,8174
715	1095,1552,1680,2858,4054,4384,6204,6473,7196,7621,7812,8116,8425,9009,9761
716	788,9963
717	1612,3799,4096,9262
718	4025,4027,4029,4033,4036,4038
719	86
720	380
721	784
722	6368,6942
723	7579
724	8196
725	9091,9735
726	8213
727	2995,2996,2997,3222,8216,8217,8218
728	1128,8219,8220,9529
729	1126,6954
730	8232
731	76,401,2929,3485,3914,3917,4387,8240,9049,10069
732	8244
733	1427,2634,3013,5870,7489,8250,8252,8780,10076
734	4078,4990,6431
735	407
736	8283,8284,8285
737	1777,7475,8292,8293
738	8294
739	2914,3187,3307,3308,8291,8295,9304
740	8298
741	1010,4303,9775
742	1214,3077,3429,4403,4993,5898,6255,7104,7574,8366,9510
743	2501,2502,5421,5422
744	2004,3221,5143,9097,9098,10095
745	477,550,639,911,941,2149,3388,4076,4105,4649,4660,4810,5481,6079,6193,6955,7853,8153,8154,8399,8400,8401,8406,8876,9160,9410,9581,9862,10039
746	3802,4346,8412
747	4435,5795,6223,9732
748	713,1660,2590,3981,7075,7136,7137,7328,8262,8447,8448,9603,10087
749	1438,8427,8454,8455,8456,8457,8458,8459,8460
750	3587,4310,8947
751	3270,3370,4355,5527,7133,7806,8084,8465,8467,8468
752	8470
753	8474
754	136,330,2124,2549,2795,3171,7271,8177,8475,8479,10063
755	3577,8480,8565,9235
756	2251,8481,9046
757	5526,6333,6704,8124,8484
758	8489
759	787,1587,2881,3336,3472,3473,3474,3573,4185,4248,6324,6698,8819,8993,9548
760	4249,7111,8490
761	8492
762	3701,4741,7131,7246
763	565,5603,6108,8511,8512
764	309,690,1203,1966,2723,4073,4639,5367,5702,6077,6078,6978,7225,8427,8525,8576,8840,9806
765	1446,4184,4943,5281,6085,7557
766	8537
767	150,7482
768	586,7795,9208,9836
769	1181,8562
770	8575
771	4043,8640,8641,10014
772	3683,4481,7074,9376
773	152,3459,4598,5735,7263,8650
774	1871,3329
775	123,202,595,617,622,626,653,1226,1227,1621,1853,1958,2428,2440,2527,2681,2696,2748,2848,3136,3287,3480,3485,3733,3846,3902,3910,4151,4416,4492,4534,4690,4742,4816,5488,5765,5811,6051,6121,6398,6840,7153,7259,7281,7320,7601,7779,8010,8195,8547,8552,8637,8704,8705,8706,8707,8910,8943,8952,9278,9346,9418,9502,9670,9726,9893,9991
776	2140,8711
777	2821,2822,4272
778	8737,8738
779	1392,3043,3589,5122,5975,6025,7123,8760,9404
780	8767
781	2008,3580,5299,6181,8768
782	8817
783	968,1722,1946,2184,2841,3069,4964,8057,8820,9446
784	8821
785	8845,8846
786	2406,5811,5835
787	3100,8855
788	8860
789	314,1024,1025,1515,1516,1781,1782,2620,2646,2647,3653,4079,4080,4247,5468,5586,5589,6123,6127,6128,6288,6678,6723,6784,6912,7416,8085,8086,8544,8545,8683,8684,8869,8870
790	632,1909,2163,2235,2819,3306,5724,6746,8324,8473,8642,8700,8890,10068
791	2005,4433,5193,6975,7779,8912
792	1180,8914
793	196,1903,3557,4755,6480,6481,8348,8350,8917,8918,8920,9211
794	7489,7937,8410,8923,8924,8928
795	5301
796	2185
797	5195,8959,8960
798	8958
799	68,172,840,1660,2170,2931,3326,3682,3933,4393,5613,6393,6909,7018,7419,7440,7466,8849,8850,8967,8968,8969,8970,8971,8972,8973,9135,9329,9331,9543,10132
800	1870,2518,2882,4890,6550,8979,8980,8981
801	2581,8984,8985,8986,9538
802	1423,8999
803	3983,6316,7142,7197,7229,8343
804	9114
805	475,530,907,1312,1503,2699,3011,3114,3774,4015,4187,4347,4437,4477,4586,5029,5495,6457,6800,7079,7681,8226,8326,8502,9148,9149,9155,9487,9669,9767,10154
806	7716,9162
807	567,1587,2421,2550,2598,3451,3464,3522,4494,5401,5404,5811,5856,5882,5952,6085,6456,7280,8533,9168,9170,9671,9961
808	9177
809	1326,1572,3249,3603,8188,9178,9179,9180,9181,9438
810	9187
811	9191
812	9193
813	9199,9724
814	9194
815	9206,9207
816	300,1721,2200,3267,3385,3984,5189,5240,5395,5579,6017,6237,7182,7779,9991
817	4896,5922,8551,9306,9383
818	2094,6009,8373,9216,9218,9219,9220
819	9222,9223
820	9233
821	3189,9230,9231,9232
822	2165,2186,2370,2659,3363,4521,4630,5719,6775,8097,9236,9237,9630,9649,9663
823	61,544,550,740,876,1241,1953,3187,3739,3931,3984,4011,4016,4082,4422,4909,5281,5663,6265,6725,6747,7073,7150,7467,7697,9244,9245,9246,9620
824	9248
825	8823
826	9696
827	1965,1976,1977,1978,1979,2117,2118,2210,2326,2543,3045,3187,3192,3195,3301,3340,3366,3392,3666,3763,3831,3899,3990,4055,4070,4817,5488,5708,5914,5944,6148,6425,6508,6516,6522,6587,6746,6828,7005,7144,7502,7582,7609,7610,7618,8184,8371,8442,8443,8611,9518,9596,9679,9840,9847,10049,10066
828	9277
829	101,1314,2582,3277,3624,6422,6565,7220,7262,7483,7649,8531,9184,9281,9282,9283,10102
830	317,638,1106,1432,2253,2909,3734,5166,5234,6419,6782,9293
831	9290,9291
832	142,714,1249,1802,3188,4075,5501,7047,7148,8375,8876,9311,9312,9313,9341
833	9314,9315,9316
834	142,171,325,1146,2025,2090,2708,2810,2934,3004,3062,3950,4421,4652,6746,8372,9327,9328,9895,9954
835	666,1806,1945,2768,4958,5011,5571,5594,5736,5773,5828,6737,7364,7437,8375,9134,9203,9332,9333,9334,9336,9337,9497,9604
836	2289,6362
837	181,674,3896
838	8939,9357
839	450,927,1540,2225,2849,3102,3288,3537,3628,3719,4043,4094,4449,4505,4569,4589,5189,5282,5601,5602,8463,8670,9358,9359,9360,9361
840	5174,6556,7026,8563,9370,9371,9372,9373,9374
841	1098,1418,2471,2493,3427,4385,5839,9598
842	9465
843	96,377,705,987,1171,1252,1803,2278,2577,2723,2847,3196,4612,4639,5189,5281,6067,6172,6839,7106,7204,7239,8314,8830,9466,9599,9898
844	1082,1649,2329,2426,2905,3693,4317,5155,5291,6038,6198,6955,7319,8419,9518,9778
845	135,1892,3026,3618,4244,4961,6722,8396,9304,9489,9491
846	8836
847	451,1699,2020,2084,2151,2166,2431,2745,3067,3241,3590,3602,3621,3689,4043,4178,4222,4331,4862,5224,5570,5973,6193,6227,6558,7130,7489,7586,7640,7855,8252,8287,8378,8882,9391,9483,9560,9561,9695,9965
848	173,319,813,836,1009,1079,1293,1504,2887,3191,3670,3735,3736,3797,4937,5490,5531,5742,6007,6022,6082,6453,6660,7405,7425,7785,8340,8982,9566,9567,9568,9585,9589,9591,9592,9606
849	1177,4272,6260,6967,9096,9647,9652
850	1518,1664,1927,2205,2399,5125,5581,7326,7766,8513,8867,9451,9648,9653
851	4531,4655,6877,8995,9066
852	9688,9689
853	142,342,1102,1155,2828,3022,7643,7644,7656,8540,8719,9617,9618,9702,9706,9763,9764,9789,9817,9832,10104
854	7946,9147,9695
855	2007,5434,7558,8248,9707,9710
856	2052,5829
857	3088,7144,9723
858	9731
859	623,624,790,1336,1627,1930,2062,2143,2280,2497,2703,2741,2836,3063,3204,3300,3661,3709,3796,3820,3823,3947,3979,3980,4043,4502,4523,4696,4937,5065,5189,5413,5444,5481,5575,5711,5923,5984,6066,6251,6533,6539,6646,6657,7050,7134,7135,7571,7572,7573,7575,7672,8286,8300,8671,8696,8782,8932,9175,9406,9469,9586,9695,9757,9759,9991
860	1295,1337,2064,2675,4100,5873,5881,6082,6741,7620,8014,9528,9651,9748,9760
861	9779,9780,9791
862	381,2758,4920,9758,9793
863	1426,2128,3147,3235,3538,4171,5188,5191,7092,8310,9254,9255
864	115,390,391,2360,2657,3138,3349,3940,4451,4565,5842,5843,8193,8206,8251,9678,9725,9959
865	9833
866	9840
867	384,2086,2964,3712,4084,4472,5124,7331,7439,8799,9406
868	9850,9854
869	804,5298,9856,9857
870	9858
871	6334
872	74,1771,2240,4659,5305,5400,5449,5946,6732,9641,9661,9804,9876,9879
873	1296,3342,4893,7146,8128,9878
874	97,558,1046,1381,3596,4872,5073,6021,6711,7167,7428,7612,8117,8182,8254,8379,9342,9786,9941
875	9949,9950,9952
876	693,994,1138,4903,8101,9955,9956,9957
877	6249,9975,9976,9977
878	9991
879	1648,9600,9997
880	1099,1136,1290,5761,10007,10008,10010,10011
881	10021,10022,10023,10033
882	3274,8872,10012,10024
883	2212,2213,2214,2215,2231,4609,5536,7068
884	1070,1518,3252,10051,10052
885	800,1253,2416,2494,3310,3505,5084,7146,7383,7537,8209,8906,10053,10054,10061,10062,10157
886	10075
887	10079
888	4353,7704
889	1616,3703,10103
890	3022,4367,10128
891	2425,10129,10130,10131
892	187,404,487,1093,1231,3678,4738,5189,5196,6948,7653,7659,8856,9100,9272,10137,10138,10139
893	3851,9061,9559,10140,10141
894	1307,1667,1987,2551,3696,4283,4284,5896,6583,6956,7583,9380,9891,10146,10147
